CO_CURSO,TP_SEXO,TP_COR_RACA,TP_TURNO,IN_RESERVA_VAGAS,IN_APOIO_SOCIAL,IN_APOIO_ALIMENTACAO,IN_APOIO_MORADIA,IN_APOIO_TRANSPORTE,IN_APOIO_MATERIAL_DIDATICO,IN_APOIO_BOLSA_PERMANENCIA,IN_APOIO_BOLSA_TRABALHO,TOTAL_ALUNOS
"13424","2","1","4","0","1","0","0","0","0","1","1","2"
"13424","2","1","4","0","1","0","1","0","0","0","0","2"
"13424","2","1","4","1","1","0","0","0","0","1","0","3"
"13424","1","1","4","1","1","1","0","0","0","0","0","2"
"13424","2","3","4","1","1","0","0","0","0","0","1","4"
"13424","2","2","4","1","0","null","null","null","null","null","null","7"
"13424","1","1","4","0","1","0","0","1","0","0","0","2"
"13424","1","3","4","0","1","0","0","0","0","1","0","12"
"13424","1","3","4","1","0","null","null","null","null","null","null","74"
"13424","1","3","4","1","1","0","0","1","0","0","0","2"
"13424","2","0","4","0","1","0","0","0","0","1","0","4"
"13424","1","3","4","0","0","null","null","null","null","null","null","25"
"13424","2","4","4","0","0","null","null","null","null","null","null","2"
"13424","1","3","4","1","1","1","0","0","0","1","0","2"
"13424","2","0","4","0","1","0","0","1","0","0","0","2"
"13424","2","1","4","0","0","null","null","null","null","null","null","97"
"13424","2","1","4","0","1","0","0","0","0","1","0","29"
"13424","1","3","4","1","1","1","1","0","0","0","0","2"
"13424","2","3","4","0","1","0","0","0","0","1","0","8"
"13424","2","3","4","1","0","null","null","null","null","null","null","93"
"13424","2","0","4","1","0","null","null","null","null","null","null","17"
"13424","2","3","4","1","1","0","0","0","0","1","0","7"
"13424","2","3","4","1","1","1","1","0","0","0","0","2"
"13424","1","3","4","1","1","0","0","0","0","0","1","4"
"13424","2","1","4","0","1","0","0","1","0","0","0","2"
"13424","2","2","4","0","0","null","null","null","null","null","null","6"
"13424","1","0","4","1","0","null","null","null","null","null","null","16"
"13424","1","1","4","0","1","0","0","0","0","1","1","3"
"13424","1","1","4","0","1","0","0","0","0","1","0","15"
"13424","2","3","4","1","1","1","0","0","0","0","0","12"
"13424","1","1","4","0","1","0","0","0","0","0","1","4"
"13424","2","1","4","1","1","0","0","0","0","1","1","2"
"13424","1","0","4","0","0","null","null","null","null","null","null","38"
"13424","1","0","4","0","1","0","0","0","0","1","0","6"
"13424","2","0","4","0","0","null","null","null","null","null","null","46"
"13424","1","1","4","1","1","0","0","0","0","1","0","6"
"13424","2","0","4","0","1","0","0","0","0","1","1","2"
"13424","1","2","4","0","0","null","null","null","null","null","null","5"
"13424","2","3","4","0","0","null","null","null","null","null","null","49"
"13424","1","0","4","0","1","1","0","0","0","0","0","2"
"13424","1","3","4","0","1","0","0","0","0","0","1","2"
"13424","1","2","4","1","1","0","0","0","0","1","0","2"
"13424","2","1","4","1","0","null","null","null","null","null","null","29"
"13424","2","1","4","1","1","0","0","1","0","0","1","2"
"13424","1","3","4","1","1","0","0","0","0","1","0","7"
"13424","2","1","4","0","1","0","0","0","0","0","1","3"
"13424","1","1","4","1","1","1","0","0","0","1","0","3"
"13425","1","1","4","0","0","null","null","null","null","null","null","63"
"13425","1","1","4","1","0","null","null","null","null","null","null","26"
"13425","1","0","4","1","1","1","0","0","0","0","0","4"
"13425","1","0","4","1","0","null","null","null","null","null","null","15"
"13425","2","1","4","1","0","null","null","null","null","null","null","9"
"13425","1","1","4","0","1","0","0","0","0","1","0","8"
"13425","2","3","4","0","0","null","null","null","null","null","null","17"
"13425","1","3","4","1","1","1","0","0","0","0","0","6"
"13425","1","1","4","1","1","1","0","0","0","0","0","3"
"13425","1","3","4","0","1","0","0","0","0","1","0","5"
"13425","1","2","4","0","0","null","null","null","null","null","null","2"
"13425","1","3","4","1","1","0","0","0","0","1","0","5"
"13425","1","3","4","1","0","null","null","null","null","null","null","58"
"13425","1","3","4","0","0","null","null","null","null","null","null","33"
"13425","1","1","4","0","1","0","0","0","0","0","1","2"
"13425","1","0","4","0","0","null","null","null","null","null","null","49"
"13425","1","2","4","1","0","null","null","null","null","null","null","7"
"13425","2","2","4","0","0","null","null","null","null","null","null","3"
"13425","2","1","4","0","1","0","0","0","0","1","0","4"
"13425","2","1","4","0","0","null","null","null","null","null","null","26"
"13425","2","2","4","1","0","null","null","null","null","null","null","5"
"13425","1","3","4","1","1","1","0","0","0","0","1","2"
"13425","1","0","4","0","1","0","0","0","0","1","0","3"
"13425","2","0","4","0","0","null","null","null","null","null","null","15"
"13425","2","3","4","1","1","1","0","0","0","0","0","2"
"13425","1","1","4","1","1","0","0","0","0","1","0","3"
"13425","2","4","4","0","0","null","null","null","null","null","null","2"
"13425","2","3","4","1","0","null","null","null","null","null","null","20"
"13425","2","0","4","1","0","null","null","null","null","null","null","7"
"13426","2","3","4","1","0","null","null","null","null","null","null","36"
"13426","1","0","4","0","1","0","0","0","0","1","0","5"
"13426","1","3","4","1","1","1","0","0","0","0","0","7"
"13426","1","1","4","1","1","0","0","0","0","1","0","3"
"13426","2","3","4","1","1","1","1","0","0","0","0","2"
"13426","1","1","4","0","0","null","null","null","null","null","null","62"
"13426","1","3","4","0","1","0","0","0","0","1","0","2"
"13426","1","3","4","0","1","0","0","0","0","0","1","3"
"13426","2","0","4","1","0","null","null","null","null","null","null","5"
"13426","2","1","4","0","1","0","0","0","0","1","0","5"
"13426","2","3","4","0","0","null","null","null","null","null","null","26"
"13426","2","3","4","0","1","0","0","0","0","1","0","4"
"13426","2","1","4","0","0","null","null","null","null","null","null","33"
"13426","2","2","4","1","0","null","null","null","null","null","null","3"
"13426","1","2","4","0","0","null","null","null","null","null","null","6"
"13426","2","1","4","0","1","1","0","0","0","0","0","2"
"13426","2","3","4","1","1","0","0","0","0","1","0","3"
"13426","2","1","4","1","0","null","null","null","null","null","null","12"
"13426","1","3","4","1","1","1","0","1","0","0","0","2"
"13426","1","1","4","1","1","1","0","0","0","0","0","3"
"13426","2","0","4","0","0","null","null","null","null","null","null","15"
"13426","2","3","4","1","1","1","0","0","0","0","0","5"
"13426","1","0","4","0","1","0","0","1","0","0","1","2"
"13426","1","3","4","0","0","null","null","null","null","null","null","34"
"13426","1","3","4","1","1","0","0","0","0","1","0","10"
"13426","1","3","4","0","1","0","0","1","0","0","1","3"
"13426","2","2","4","0","0","null","null","null","null","null","null","2"
"13426","1","0","4","1","0","null","null","null","null","null","null","6"
"13426","1","1","4","0","1","0","0","0","0","0","1","3"
"13426","1","1","4","1","0","null","null","null","null","null","null","8"
"13426","2","0","4","0","1","0","0","0","0","1","0","2"
"13426","2","3","4","0","1","1","0","0","0","0","0","2"
"13426","1","3","4","1","0","null","null","null","null","null","null","47"
"13426","1","4","4","0","0","null","null","null","null","null","null","3"
"13426","2","1","4","0","1","0","0","1","0","0","0","2"
"13426","2","3","4","1","1","1","0","0","0","1","0","2"
"13426","1","0","4","0","0","null","null","null","null","null","null","31"
"13427","1","3","4","1","1","1","0","0","0","0","0","12"
"13427","1","0","4","0","0","null","null","null","null","null","null","40"
"13427","1","3","4","0","1","0","0","0","0","1","0","4"
"13427","2","1","4","1","0","null","null","null","null","null","null","16"
"13427","1","2","4","0","0","null","null","null","null","null","null","3"
"13427","2","3","4","1","0","null","null","null","null","null","null","39"
"13427","1","2","4","1","0","null","null","null","null","null","null","3"
"13427","1","0","4","1","0","null","null","null","null","null","null","9"
"13427","1","1","4","0","1","0","0","0","0","0","1","3"
"13427","2","3","4","0","0","null","null","null","null","null","null","16"
"13427","1","1","4","0","0","null","null","null","null","null","null","73"
"13427","1","3","4","1","1","0","0","0","0","1","0","4"
"13427","2","0","4","1","0","null","null","null","null","null","null","3"
"13427","1","2","4","1","1","1","0","0","0","0","0","2"
"13427","1","3","4","0","0","null","null","null","null","null","null","34"
"13427","2","1","4","0","1","0","0","0","0","0","1","2"
"13427","1","3","4","1","0","null","null","null","null","null","null","54"
"13427","2","1","4","0","0","null","null","null","null","null","null","23"
"13427","2","2","4","0","0","null","null","null","null","null","null","4"
"13427","2","0","4","0","0","null","null","null","null","null","null","14"
"13427","1","3","4","1","1","0","0","0","0","0","1","1"
"13427","1","1","4","1","0","null","null","null","null","null","null","13"
"13427","2","3","4","1","1","0","0","0","0","1","0","3"
"13427","1","1","4","0","1","0","0","0","0","1","0","7"
"13427","2","2","4","1","0","null","null","null","null","null","null","2"
"13427","2","3","4","1","1","1","0","0","0","0","0","10"
"13428","1","0","4","0","0","null","null","null","null","null","null","30"
"13428","1","0","4","0","1","0","0","0","0","1","0","2"
"13428","1","1","4","0","0","null","null","null","null","null","null","22"
"13428","2","0","4","0","0","null","null","null","null","null","null","13"
"13428","1","0","4","1","0","null","null","null","null","null","null","3"
"13428","1","1","4","1","0","null","null","null","null","null","null","20"
"13428","1","3","4","0","0","null","null","null","null","null","null","20"
"13428","1","1","4","1","1","1","0","0","0","0","0","2"
"13428","1","3","4","1","0","null","null","null","null","null","null","34"
"13428","2","1","4","1","0","null","null","null","null","null","null","8"
"13428","2","3","4","0","1","1","0","0","0","0","0","2"
"13428","1","1","4","0","1","0","0","0","0","1","0","2"
"13428","1","3","4","1","1","0","0","0","0","1","0","2"
"13428","2","3","4","1","1","0","0","0","0","1","0","2"
"13428","1","3","4","1","1","1","0","0","0","0","0","6"
"13428","1","2","4","0","0","null","null","null","null","null","null","2"
"13428","2","1","4","0","0","null","null","null","null","null","null","24"
"13428","2","0","4","1","0","null","null","null","null","null","null","3"
"13428","2","4","4","0","0","null","null","null","null","null","null","2"
"13428","2","3","4","0","0","null","null","null","null","null","null","15"
"13428","2","2","4","0","0","null","null","null","null","null","null","4"
"13428","2","3","4","1","1","1","0","0","0","0","0","3"
"13428","2","3","4","1","0","null","null","null","null","null","null","27"
"13428","1","3","4","0","1","0","0","0","0","1","0","2"
"13429","1","2","4","0","0","null","null","null","null","null","null","4"
"13429","1","3","4","1","1","1","0","0","0","0","0","4"
"13429","1","0","4","0","0","null","null","null","null","null","null","18"
"13429","1","1","4","0","0","null","null","null","null","null","null","27"
"13429","2","0","4","1","0","null","null","null","null","null","null","12"
"13429","2","3","4","1","1","1","1","0","0","0","0","3"
"13429","2","1","4","0","1","0","0","1","0","0","0","2"
"13429","2","3","4","0","1","0","0","0","0","0","1","3"
"13429","1","3","4","0","0","null","null","null","null","null","null","25"
"13429","1","3","4","1","1","1","1","0","0","0","0","3"
"13429","2","0","4","1","1","1","0","0","0","0","0","2"
"13429","2","0","4","0","0","null","null","null","null","null","null","52"
"13429","2","4","4","0","0","null","null","null","null","null","null","3"
"13429","2","2","4","1","0","null","null","null","null","null","null","8"
"13429","2","3","4","1","0","null","null","null","null","null","null","81"
"13429","2","1","4","0","0","null","null","null","null","null","null","102"
"13429","1","0","4","1","0","null","null","null","null","null","null","6"
"13429","2","3","4","0","1","0","0","0","0","1","0","3"
"13429","2","1","4","0","1","0","0","0","0","0","1","5"
"13429","2","3","4","1","1","0","0","0","0","1","0","3"
"13429","1","2","4","1","0","null","null","null","null","null","null","4"
"13429","2","1","4","0","1","0","0","0","0","1","0","3"
"13429","2","1","4","1","0","null","null","null","null","null","null","19"
"13429","1","1","4","1","0","null","null","null","null","null","null","14"
"13429","2","0","4","0","1","0","0","0","0","1","0","3"
"13429","1","1","4","0","1","0","0","0","0","1","1","2"
"13429","2","3","4","0","1","1","0","0","0","0","0","3"
"13429","2","0","4","1","1","0","0","0","0","1","0","2"
"13429","2","3","4","1","1","1","0","0","0","0","0","6"
"13429","2","1","4","1","1","1","0","0","0","0","0","4"
"13429","1","3","4","1","0","null","null","null","null","null","null","47"
"13429","2","3","4","0","0","null","null","null","null","null","null","54"
"13429","2","3","4","1","1","0","0","0","0","1","1","2"
"13429","1","3","4","0","1","0","0","0","0","1","1","2"
"13429","2","2","4","0","0","null","null","null","null","null","null","9"
"13429","2","3","4","1","1","0","0","0","0","0","1","2"
"13430","2","0","4","0","0","null","null","null","null","null","null","72"
"13430","2","3","4","1","1","0","0","0","0","0","1","4"
"13430","2","1","4","1","1","0","0","0","0","0","1","2"
"13430","2","2","4","0","0","null","null","null","null","null","null","16"
"13430","2","1","4","1","0","null","null","null","null","null","null","44"
"13430","1","3","4","1","1","1","0","0","0","0","0","6"
"13430","1","4","4","0","0","null","null","null","null","null","null","2"
"13430","2","3","4","0","1","1","1","0","0","0","0","3"
"13430","2","0","4","0","1","1","0","0","0","0","0","2"
"13430","1","2","4","0","0","null","null","null","null","null","null","4"
"13430","2","3","4","1","0","null","null","null","null","null","null","116"
"13430","1","0","4","0","0","null","null","null","null","null","null","16"
"13430","1","3","4","0","1","0","0","0","0","1","0","2"
"13430","2","2","4","1","0","null","null","null","null","null","null","12"
"13430","1","3","4","1","0","null","null","null","null","null","null","22"
"13430","2","3","4","1","1","1","0","0","0","0","0","14"
"13430","2","3","4","0","1","0","0","0","0","1","0","5"
"13430","2","1","4","1","1","0","0","0","0","1","0","2"
"13430","1","1","4","1","0","null","null","null","null","null","null","3"
"13430","2","3","4","0","0","null","null","null","null","null","null","76"
"13430","1","1","4","0","0","null","null","null","null","null","null","14"
"13430","1","3","4","0","0","null","null","null","null","null","null","16"
"13430","1","0","4","1","0","null","null","null","null","null","null","6"
"13430","2","1","4","0","0","null","null","null","null","null","null","130"
"13430","2","1","4","0","1","1","0","0","0","0","0","2"
"13430","2","1","4","0","1","0","0","0","0","0","1","2"
"13430","2","3","4","1","1","1","1","0","0","0","0","16"
"13430","2","0","4","1","0","null","null","null","null","null","null","17"
"13430","2","0","4","1","1","1","0","0","0","0","0","3"
"13430","2","1","4","1","1","1","0","0","0","0","0","6"
"13430","2","4","4","0","0","null","null","null","null","null","null","2"
"13430","2","2","4","0","1","1","1","0","0","0","1","2"
"13430","2","1","4","1","1","1","1","0","0","0","0","2"
"13430","2","3","4","0","1","0","0","0","0","0","1","2"
"13430","2","4","4","1","1","1","0","0","0","0","0","2"
"13431","2","3","4","1","0","null","null","null","null","null","null","29"
"13431","1","2","4","0","0","null","null","null","null","null","null","3"
"13431","2","0","4","1","0","null","null","null","null","null","null","5"
"13431","2","1","4","0","1","0","0","0","0","1","0","2"
"13431","1","3","4","0","0","null","null","null","null","null","null","13"
"13431","2","3","4","0","0","null","null","null","null","null","null","18"
"13431","2","1","4","0","0","null","null","null","null","null","null","24"
"13431","1","1","4","0","0","null","null","null","null","null","null","27"
"13431","2","3","4","1","1","1","0","0","0","0","1","2"
"13431","2","1","4","1","0","null","null","null","null","null","null","9"
"13431","2","1","4","1","1","1","1","0","0","0","0","2"
"13431","2","3","4","1","1","1","1","0","0","0","0","3"
"13431","1","1","4","0","1","1","0","0","0","0","0","2"
"13431","2","0","4","0","0","null","null","null","null","null","null","12"
"13431","2","3","4","1","1","0","0","0","0","1","0","3"
"13431","2","3","4","1","1","1","0","0","0","0","0","4"
"13431","1","3","4","1","1","1","0","0","0","0","0","7"
"13431","1","1","4","1","0","null","null","null","null","null","null","5"
"13431","1","0","4","0","0","null","null","null","null","null","null","22"
"13431","1","3","4","0","1","1","1","0","0","0","0","2"
"13431","1","0","4","1","0","null","null","null","null","null","null","2"
"13431","1","3","4","1","0","null","null","null","null","null","null","30"
"13454","1","3","4","1","1","1","0","0","0","0","0","2"
"13454","1","0","4","1","1","0","0","0","0","1","0","2"
"13454","2","1","4","1","1","0","0","0","0","1","0","3"
"13454","2","1","4","0","0","null","null","null","null","null","null","44"
"13454","2","2","4","0","0","null","null","null","null","null","null","5"
"13454","2","1","4","0","1","0","0","0","0","1","0","3"
"13454","1","3","4","0","1","0","0","0","0","1","0","4"
"13454","1","3","4","0","0","null","null","null","null","null","null","20"
"13454","2","3","4","0","1","1","0","0","0","0","0","3"
"13454","1","3","4","1","1","0","0","0","0","1","1","2"
"13454","2","0","4","1","0","null","null","null","null","null","null","7"
"13454","2","3","4","0","0","null","null","null","null","null","null","50"
"13454","1","3","4","0","1","1","0","0","0","0","0","2"
"13454","2","3","4","1","1","1","0","0","0","0","0","6"
"13454","2","0","4","0","0","null","null","null","null","null","null","31"
"13454","2","1","4","1","0","null","null","null","null","null","null","16"
"13454","1","0","4","0","0","null","null","null","null","null","null","23"
"13454","1","0","4","1","0","null","null","null","null","null","null","4"
"13454","1","2","4","1","0","null","null","null","null","null","null","7"
"13454","1","1","4","0","1","0","0","0","0","1","0","4"
"13454","2","3","4","0","1","0","0","0","0","1","0","8"
"13454","2","5","4","1","0","null","null","null","null","null","null","3"
"13454","2","3","4","1","1","0","0","0","0","1","0","5"
"13454","1","3","4","1","1","0","0","0","0","1","0","9"
"13454","1","1","4","1","0","null","null","null","null","null","null","8"
"13454","1","3","4","1","0","null","null","null","null","null","null","36"
"13454","2","2","4","1","0","null","null","null","null","null","null","6"
"13454","1","4","4","0","0","null","null","null","null","null","null","2"
"13454","1","1","4","0","0","null","null","null","null","null","null","16"
"13454","2","3","4","1","0","null","null","null","null","null","null","65"
"13454","2","0","4","0","1","0","0","0","0","1","0","2"
"13454","2","3","4","0","1","0","0","1","0","0","1","2"
"13455","1","3","4","0","1","1","0","0","0","0","0","11"
"13455","2","0","4","0","0","null","null","null","null","null","null","13"
"13455","1","1","3","1","0","null","null","null","null","null","null","6"
"13455","1","0","4","0","1","1","0","0","0","0","0","3"
"13455","2","3","4","1","1","1","1","0","0","0","0","3"
"13455","2","3","4","1","0","null","null","null","null","null","null","23"
"13455","1","0","4","1","0","null","null","null","null","null","null","5"
"13455","1","3","4","1","1","1","0","0","0","0","0","11"
"13455","2","1","4","0","1","1","1","0","0","0","0","2"
"13455","2","1","4","0","1","1","0","0","0","0","0","2"
"13455","2","3","3","1","0","null","null","null","null","null","null","40"
"13455","1","0","3","1","0","null","null","null","null","null","null","6"
"13455","2","1","3","1","0","null","null","null","null","null","null","2"
"13455","2","3","4","1","1","1","0","0","0","0","0","11"
"13455","2","1","4","0","0","null","null","null","null","null","null","14"
"13455","1","4","3","0","0","null","null","null","null","null","null","2"
"13455","1","1","3","0","0","null","null","null","null","null","null","14"
"13455","1","3","3","0","0","null","null","null","null","null","null","17"
"13455","2","1","3","0","1","1","0","0","0","0","0","3"
"13455","2","3","4","0","1","0","0","0","0","0","1","2"
"13455","2","3","4","0","1","1","0","0","0","0","0","2"
"13455","1","3","3","1","0","null","null","null","null","null","null","31"
"13455","1","1","4","1","1","1","0","0","0","0","0","4"
"13455","1","0","3","0","0","null","null","null","null","null","null","13"
"13455","2","0","3","0","1","1","0","0","0","0","0","2"
"13455","1","1","4","0","0","null","null","null","null","null","null","9"
"13455","2","3","3","1","1","0","0","0","0","0","1","2"
"13455","1","3","4","1","0","null","null","null","null","null","null","22"
"13455","1","3","4","0","0","null","null","null","null","null","null","16"
"13455","2","3","3","0","0","null","null","null","null","null","null","29"
"13455","1","3","4","0","1","1","0","0","0","0","1","2"
"13455","2","4","3","0","0","null","null","null","null","null","null","2"
"13455","2","1","4","1","0","null","null","null","null","null","null","3"
"13455","2","2","3","0","0","null","null","null","null","null","null","2"
"13455","1","1","4","0","1","0","0","0","0","1","0","2"
"13455","1","1","4","1","0","null","null","null","null","null","null","2"
"13455","2","0","3","0","0","null","null","null","null","null","null","12"
"13455","1","0","4","0","0","null","null","null","null","null","null","9"
"13455","2","1","3","0","0","null","null","null","null","null","null","17"
"13455","2","3","4","0","0","null","null","null","null","null","null","8"
"13455","2","0","3","1","0","null","null","null","null","null","null","6"
"13455","1","2","3","0","0","null","null","null","null","null","null","3"
"13455","2","3","3","1","1","1","0","0","0","0","0","7"
"13455","1","3","3","1","1","1","0","0","0","0","0","6"
"13455","1","4","4","0","1","1","0","0","0","0","0","2"
"13455","2","2","4","0","0","null","null","null","null","null","null","3"
"13455","1","3","3","0","1","1","0","0","0","0","0","2"
"13455","1","1","4","0","1","1","0","0","0","0","0","2"
"13457","2","1","4","0","0","null","null","null","null","null","null","6"
"13457","2","3","4","0","1","1","0","0","0","0","0","10"
"13457","2","1","4","0","1","1","0","0","0","0","1","3"
"13457","2","0","4","1","0","null","null","null","null","null","null","2"
"13457","2","3","4","1","0","null","null","null","null","null","null","12"
"13457","1","1","4","0","0","null","null","null","null","null","null","5"
"13457","2","3","4","0","0","null","null","null","null","null","null","10"
"13457","1","1","4","0","1","1","0","0","0","0","0","3"
"13457","1","0","4","0","0","null","null","null","null","null","null","2"
"13457","1","3","4","1","1","1","0","0","0","0","0","7"
"13457","1","4","4","0","0","null","null","null","null","null","null","2"
"13457","1","2","4","1","1","1","0","0","0","0","0","3"
"13457","2","0","4","0","0","null","null","null","null","null","null","6"
"13457","1","3","4","0","0","null","null","null","null","null","null","12"
"13457","2","3","4","1","1","1","0","0","0","0","1","2"
"13457","1","3","4","1","0","null","null","null","null","null","null","10"
"13457","2","1","4","0","1","1","0","0","0","0","0","3"
"13457","2","0","4","0","1","1","0","0","0","0","0","2"
"13457","2","3","4","1","1","1","0","0","0","0","0","11"
"13457","2","1","4","1","0","null","null","null","null","null","null","2"
"13457","2","2","4","1","0","null","null","null","null","null","null","2"
"13457","1","3","4","0","1","1","0","0","0","0","0","6"
"13457","2","5","4","0","1","1","0","0","0","0","0","2"
"13459","1","1","1","0","0","null","null","null","null","null","null","34"
"13459","1","0","1","0","0","null","null","null","null","null","null","14"
"13459","1","1","1","0","1","0","0","0","0","0","1","3"
"13459","2","1","1","1","0","null","null","null","null","null","null","5"
"13459","1","5","1","1","0","null","null","null","null","null","null","2"
"13459","1","0","1","1","0","null","null","null","null","null","null","8"
"13459","2","1","1","0","0","null","null","null","null","null","null","13"
"13459","1","1","1","1","0","null","null","null","null","null","null","10"
"13459","2","0","1","0","0","null","null","null","null","null","null","5"
"13459","2","2","1","0","0","null","null","null","null","null","null","5"
"13459","1","3","1","0","0","null","null","null","null","null","null","21"
"13459","2","3","1","1","0","null","null","null","null","null","null","20"
"13459","2","0","1","1","0","null","null","null","null","null","null","3"
"13459","2","2","1","1","1","1","1","0","0","0","0","2"
"13459","1","1","1","1","1","1","0","0","0","0","0","4"
"13459","2","3","1","1","1","1","0","0","0","0","0","4"
"13459","1","2","1","0","0","null","null","null","null","null","null","6"
"13459","2","3","1","0","0","null","null","null","null","null","null","19"
"13459","1","3","1","1","0","null","null","null","null","null","null","38"
"13459","1","2","1","1","0","null","null","null","null","null","null","3"
"13459","1","3","1","1","1","1","0","0","0","0","0","4"
"13459","1","0","1","0","1","0","0","0","0","1","0","2"
"19562","1","1","3","1","0","null","null","null","null","null","null","17"
"19562","2","3","3","1","0","null","null","null","null","null","null","46"
"19562","2","1","3","0","1","0","0","0","0","1","0","3"
"19562","2","3","3","1","1","1","0","0","0","0","0","2"
"19562","1","2","3","1","1","1","0","0","0","0","0","2"
"19562","2","2","3","0","0","null","null","null","null","null","null","6"
"19562","1","3","3","1","0","null","null","null","null","null","null","51"
"19562","1","0","3","0","0","null","null","null","null","null","null","28"
"19562","2","0","3","0","0","null","null","null","null","null","null","20"
"19562","2","2","3","1","0","null","null","null","null","null","null","6"
"19562","1","3","3","1","1","0","0","0","0","0","1","2"
"19562","2","1","3","0","0","null","null","null","null","null","null","41"
"19562","1","4","3","1","0","null","null","null","null","null","null","5"
"19562","1","0","3","1","0","null","null","null","null","null","null","8"
"19562","1","2","3","1","0","null","null","null","null","null","null","7"
"19562","2","5","3","1","0","null","null","null","null","null","null","2"
"19562","1","3","3","0","0","null","null","null","null","null","null","43"
"19562","2","0","3","1","0","null","null","null","null","null","null","6"
"19562","1","4","3","0","0","null","null","null","null","null","null","4"
"19562","2","1","3","0","1","0","0","0","0","0","1","3"
"19562","1","2","3","0","0","null","null","null","null","null","null","8"
"19562","1","1","3","0","1","0","0","0","0","1","0","2"
"19562","1","1","3","0","0","null","null","null","null","null","null","50"
"19562","2","3","3","0","0","null","null","null","null","null","null","25"
"19562","2","1","3","1","0","null","null","null","null","null","null","12"
"19563","2","1","4","1","0","null","null","null","null","null","null","12"
"19563","2","3","4","1","1","1","0","0","0","0","0","6"
"19563","2","3","4","1","1","1","1","0","0","0","0","2"
"19563","2","0","4","0","0","null","null","null","null","null","null","32"
"19563","1","1","4","1","0","null","null","null","null","null","null","6"
"19563","1","1","4","0","0","null","null","null","null","null","null","12"
"19563","2","2","4","1","1","1","0","0","0","0","0","2"
"19563","1","2","4","0","0","null","null","null","null","null","null","3"
"19563","1","2","4","1","0","null","null","null","null","null","null","2"
"19563","2","2","4","1","0","null","null","null","null","null","null","4"
"19563","2","1","4","0","0","null","null","null","null","null","null","45"
"19563","1","3","4","1","0","null","null","null","null","null","null","16"
"19563","1","0","4","0","0","null","null","null","null","null","null","8"
"19563","2","0","4","1","0","null","null","null","null","null","null","6"
"19563","2","3","4","1","0","null","null","null","null","null","null","42"
"19563","1","1","4","1","1","1","1","0","0","0","0","2"
"19563","2","3","4","0","0","null","null","null","null","null","null","40"
"19563","2","2","4","0","0","null","null","null","null","null","null","4"
"19563","1","3","4","1","1","1","0","0","0","0","0","5"
"19563","1","1","4","0","1","1","1","0","0","0","0","2"
"19563","1","0","4","1","0","null","null","null","null","null","null","2"
"19563","1","3","4","0","0","null","null","null","null","null","null","10"
"19563","1","1","4","1","1","1","0","0","0","0","0","2"
"26564","1","3","4","1","1","1","0","0","0","0","0","2"
"26564","2","1","4","1","0","null","null","null","null","null","null","2"
"26564","2","0","4","0","0","null","null","null","null","null","null","14"
"26564","1","1","4","0","0","null","null","null","null","null","null","9"
"26564","2","0","4","1","0","null","null","null","null","null","null","2"
"26564","2","1","4","0","1","0","0","0","0","1","0","2"
"26564","2","3","4","0","1","0","0","0","0","0","1","2"
"26564","2","3","4","1","0","null","null","null","null","null","null","9"
"26564","1","3","4","0","0","null","null","null","null","null","null","4"
"26564","2","1","4","0","0","null","null","null","null","null","null","33"
"26564","2","3","4","0","1","1","0","0","0","0","0","3"
"26564","1","3","4","0","1","0","0","0","0","0","1","2"
"26564","1","0","4","0","0","null","null","null","null","null","null","5"
"26564","1","2","4","0","0","null","null","null","null","null","null","2"
"26564","1","3","4","1","0","null","null","null","null","null","null","4"
"26564","1","0","4","1","0","null","null","null","null","null","null","3"
"26564","1","1","4","1","0","null","null","null","null","null","null","2"
"26564","2","3","4","0","0","null","null","null","null","null","null","46"
"26564","2","2","4","0","0","null","null","null","null","null","null","16"
"43454","1","3","4","1","0","null","null","null","null","null","null","9"
"43454","2","2","4","1","0","null","null","null","null","null","null","3"
"43454","1","1","4","1","1","1","0","0","0","0","1","2"
"43454","1","0","4","1","1","0","0","0","0","1","0","2"
"43454","2","3","4","1","0","null","null","null","null","null","null","33"
"43454","2","1","4","1","0","null","null","null","null","null","null","4"
"43454","2","1","4","0","0","null","null","null","null","null","null","36"
"43454","1","0","4","1","0","null","null","null","null","null","null","3"
"43454","2","3","4","0","0","null","null","null","null","null","null","22"
"43454","2","0","4","1","0","null","null","null","null","null","null","3"
"43454","1","3","4","0","0","null","null","null","null","null","null","8"
"43454","2","0","4","0","0","null","null","null","null","null","null","9"
"43454","1","0","4","0","0","null","null","null","null","null","null","5"
"43454","2","3","4","1","1","1","0","0","0","0","0","2"
"43454","2","2","4","0","0","null","null","null","null","null","null","2"
"43454","1","1","4","0","0","null","null","null","null","null","null","9"
"43454","2","3","4","0","1","0","0","1","0","0","1","3"
"43454","2","3","4","0","1","0","0","0","0","1","0","2"
"44258","1","3","4","1","0","null","null","null","null","null","null","61"
"44258","1","1","4","0","1","0","0","0","0","0","1","5"
"44258","2","0","4","0","0","null","null","null","null","null","null","4"
"44258","2","3","4","0","1","0","0","0","0","1","0","2"
"44258","1","3","4","1","1","1","0","0","0","1","0","2"
"44258","2","3","4","0","1","1","0","0","0","0","0","2"
"44258","1","0","4","1","0","null","null","null","null","null","null","15"
"44258","1","1","4","1","1","0","0","0","0","0","1","3"
"44258","1","1","4","1","1","1","1","0","0","0","1","2"
"44258","2","0","4","1","0","null","null","null","null","null","null","2"
